custid,dropperc,KPI_DeviceSat,mins,consecmonths,income,KPI_NetworkQual,dataperc,long,age,datause,bill,calls,education,servcalls,dataplan,kids,churn_Y
90510,0.0199386503067485,0.0176378315661832,652,22,76.3,0.622294372,0.0564778645833333,33,53,347,48.58,73,9,0,6144,0,0
48497,0.0281385281385281,0.0135976719780337,462,31,64.3,0.785960397,0.190266927083333,24,50,1169,54.79,83,9,0,6144,1,0
247320,0.0269058295964126,0.0140541180444461,446,42,65.8,0.76732243,0.54248046875,34,48,1111,119.38,46,8,0,2048,2,0
511025,0.0252808988764045,0.0237957785895698,356,22,74.0,0.67244134,0.36767578125,18,58,753,126.83,61,7,0,2048,2,0
322401,0.0149253731343284,0.0107531230629733,670,31,65.0,0.180675803,0.25065104166666696,40,26,1540,98.43,86,8,0,6144,0,0
440221,0.0344827586206897,0.0121709138569013,290,20,68.5,0.578274481,0.0,22,26,0,155.52,51,9,0,2048,0,0
330410,0.0169779286926995,0.0171487192561275,589,19,69.7,0.739349272,0.0646158854166667,35,45,397,88.8,54,10,0,6144,0,0
945739,0.0177705977382876,0.0139058937792705,619,34,82.3,0.596008496,0.37353515625,35,43,765,154.98,86,9,0,2048,0,0
799166,0.0159453302961276,0.0207642392663731,439,17,60.8,0.280732339,0.388671875,21,45,796,144.61,50,9,0,2048,1,0
874190,0.0228690228690229,0.0124842344626424,481,27,83.1,0.376320628,0.07763671875,31,29,318,119.22,65,8,0,4096,1,0
8927,0.0203045685279188,0.0208653084934359,394,29,62.8,0.477337418,0.3505859375,21,25,718,114.88,66,9,0,2048,0,0
415368,0.0153508771929825,0.0143629326516436,456,41,47.1,0.637194809,0.359375,24,30,736,116.68,99,13,0,2048,0,0
862226,0.0277777777777778,0.0285727031371263,324,38,76.5,0.67244134,0.0,18,70,0,137.71,84,10,0,4096,1,0
257107,0.0117302052785924,0.0177780546216385,682,28,84.8,0.649688725,0.03125,36,44,192,131.56,78,3,0,6144,1,0
959583,0.0196078431372549,0.0181569675105503,561,35,56.8,0.373971178,0.26171875,32,44,536,113.64,73,6,0,2048,2,0
909296,0.0258215962441315,0.0122628296301315,426,30,41.8,0.465253994,0.78173828125,23,26,1601,132.23,37,12,0,2048,1,0
181157,0.0242990654205607,0.0177772210611668,535,24,66.5,0.73313783,0.3447265625,29,35,1412,145.96,86,12,0,4096,1,0
858257,0.0153508771929825,0.0117210776862814,456,29,105.9,0.696959938,0.175618489583333,23,42,1079,149.59,27,11,0,6144,2,0
753893,0.0185676392572944,0.0209183712728493,377,36,61.0,0.518515331,0.2431640625,19,45,996,104.48,46,9,0,4096,1,0
846246,0.0182555780933063,0.0082892478703762,493,30,91.5,0.465253994,0.1845703125,26,35,378,116.5,74,9,0,2048,1,0
6767,0.0141093474426808,0.0221710609070096,567,25,50.1,0.303557093,0.244954427083333,30,52,1505,126.26,98,12,0,6144,1,0
860284,0.009615384615384621,0.0215430444995192,728,24,50.7,0.624139796,0.1328125,60,62,816,94.79,58,10,0,6144,1,0
388098,0.0224719101123595,0.0191366754745698,445,20,93.6,0.590359394,0.157470703125,22,32,645,108.9,97,9,0,4096,0,0
347251,0.0342679127725857,0.0236754095515005,321,36,66.0,0.548771407,0.0,17,24,0,120.41,42,13,0,6144,2,1
435461,0.031700288184438,0.0133586518254309,347,32,51.3,0.669523864,0.1953125,17,31,800,128.72,114,13,0,4096,0,0
645876,0.0330788804071247,0.010644707493441,393,23,77.6,0.5766812729999999,0.29541015625,21,53,605,141.46,65,10,0,2048,0,0
318337,0.0234042553191489,0.013864748687997,470,34,46.0,0.5766812729999999,0.224609375,25,48,920,72.11,58,12,0,4096,0,0
64001,0.0132978723404255,0.020596213880296,376,31,66.3,0.753356481,0.0,20,51,0,96.54,77,12,0,4096,1,0
837208,0.0206896551724138,0.018280577064339,580,24,31.5,0.655015582,0.25276692708333304,31,55,1553,116.82,103,14,0,6144,2,0
375329,0.0179640718562874,0.0244946342930255,501,23,56.0,0.692426419,0.0734049479166667,26,56,451,104.3,92,7,0,6144,0,0
355052,0.0308483290488432,0.0156058911518182,389,23,44.4,0.682172714,0.0159505208333333,20,48,98,121.46,42,8,0,6144,1,0
739777,0.0189873417721519,0.018241176262388,632,40,78.4,0.303557093,0.41650390625,32,35,853,101.27,71,10,0,2048,1,0
451583,0.0183333333333333,0.0105518558204543,600,36,62.5,0.698716806,0.229736328125,33,24,941,89.79,55,10,0,4096,2,0
422864,0.0203327171903882,0.0210214551768178,541,29,57.5,0.83990507,0.732421875,32,39,1500,120.54,68,9,0,2048,0,0
732529,0.0212765957446809,0.0196474889998066,376,29,77.5,0.376320628,0.0398763020833333,25,62,245,120.48,44,9,0,6144,1,0
601289,0.0101744186046512,0.00857278028089577,688,11,79.1,0.674769965,0.22900390625,35,35,469,197.14,93,9,0,2048,0,0
152834,0.0244399185336049,0.0224607397226585,491,12,34.2,0.600171687,0.377685546875,29,42,1547,108.92,78,9,0,4096,4,0
331456,0.0199115044247788,0.0123535583110348,452,42,88.5,0.578274481,0.237060546875,31,37,971,140.74,63,10,0,4096,0,0
36311,0.0205047318611987,0.0225236532717415,634,31,19.0,0.465253994,0.4931640625,32,39,1010,59.43,89,10,0,2048,0,0
286950,0.0178173719376392,0.0177782617218682,449,37,75.8,0.592689247,0.029296875,26,43,120,100.28,85,11,0,4096,2,0
794720,0.0206766917293233,0.0229343343007558,532,28,92.3,0.707910246,0.73291015625,29,37,1501,128.03,63,8,0,2048,2,0
127402,0.0266990291262136,0.0162214527521319,412,27,76.0,0.6602531070000001,0.2734375,23,35,560,102.72,66,11,0,2048,1,0
131470,0.0165137614678899,0.0161640081552702,545,30,56.0,0.792060408,0.162353515625,29,38,665,116.4,57,9,0,4096,2,0
732573,0.0280112044817927,0.0220093342018428,357,32,32.2,0.740149873,0.179036458333333,23,29,1100,169.95,94,11,0,6144,0,1
442214,0.019438444924406,0.0174410526537915,463,28,59.0,0.504723331,0.0,27,41,0,93.37,29,10,0,6144,2,0
411165,0.0265486725663717,0.007744717665956609,339,28,61.4,0.689617563,0.21630859375,19,46,886,137.56,61,7,0,4096,0,0
933983,0.0199556541019956,0.0190373738793511,451,36,93.1,0.57554101,0.156575520833333,23,53,962,99.65,84,11,0,6144,2,0
352977,0.0211764705882353,0.0167633046989384,425,25,94.0,0.605437584,0.4013671875,23,34,822,136.09,113,10,0,2048,1,0
709406,0.0250481695568401,0.0111359382477608,519,30,69.5,0.637194809,0.7001953125,29,43,1434,83.36,71,10,0,2048,1,0
398453,0.0127737226277372,0.0197008369601093,548,37,76.8,0.373971178,0.34912109375,30,52,715,102.4,92,10,0,2048,0,0
121729,0.0190677966101695,0.0217739091819723,472,24,42.8,0.052555223,0.630859375,25,32,1292,74.1,46,8,0,2048,1,0
925457,0.0190023752969121,0.021342476118441,421,38,74.9,0.465253994,0.331298828125,23,37,1357,28.86,99,11,0,4096,0,0
439739,0.0205479452054795,0.0233209000573822,584,40,60.0,0.6762420640000001,0.09423828125,32,41,193,56.73,50,12,0,2048,0,0
545539,0.0271493212669683,0.0201027612740193,442,27,62.0,0.6952925190000001,0.78955078125,46,33,1617,126.02,91,10,0,2048,1,0
762529,0.0184254606365159,0.0160574791446868,597,23,47.6,0.67244134,0.0,36,49,0,121.36,79,10,0,6144,2,0
325535,0.0129151291512915,0.0111006621261759,542,14,58.4,0.504101766,0.465087890625,37,44,1905,105.79,81,5,0,4096,0,0
980927,0.0148883374689826,0.0256393753088125,403,20,110.1,0.57554101,0.264404296875,21,41,1083,76.78,81,9,0,4096,0,0
236197,0.0275,0.017669191341674998,400,28,104.4,0.465253994,0.0,20,45,0,129.37,71,10,0,4096,1,0
19506,0.0391459074733096,0.0132145435029686,281,22,59.7,0.42586013,0.289306640625,25,40,1185,155.99,34,9,0,4096,1,0
404525,0.0174418604651163,0.0192963634754751,516,19,104.1,0.6762420640000001,0.0359700520833333,26,27,221,61.38,50,13,0,6144,3,0
717874,0.0223463687150838,0.0272709018159128,537,24,70.8,0.662148594,0.0533854166666667,29,44,328,126.84,33,9,0,6144,1,1
988760,0.0241935483870968,0.0143982446373126,372,29,69.9,0.578274481,0.137858072916667,31,32,847,38.96,48,9,0,6144,1,0
143008,0.0189075630252101,0.0130985756074037,476,37,104.5,0.630777366,0.0509440104166667,25,47,313,135.98,90,7,0,6144,0,0
208441,0.0194029850746269,0.0173792137112884,670,22,69.0,0.280732339,0.0,34,26,0,132.35,88,7,0,6144,1,0
108992,0.0155555555555556,0.0226799637329375,450,35,88.5,0.83990507,0.078125,23,52,160,81.53,87,10,0,2048,2,0
285912,0.0180360721442886,0.0222556610770693,499,35,79.8,0.76433369,0.0,32,39,0,83.47,89,6,0,4096,4,0
918686,0.0153374233128834,0.0177168434502799,652,28,72.8,0.662148594,0.55126953125,33,39,1129,138.81,71,13,0,2048,0,0
553580,0.0261437908496732,0.0171286207606547,306,22,66.8,0.740975301,0.18310546875,16,51,375,112.03,73,8,0,2048,0,0
690323,0.0163934426229508,0.0199643684827925,671,36,53.4,0.736806298,0.112630208333333,38,34,692,116.74,54,11,0,6144,2,0
613367,0.0177619893428064,0.0238272825685801,563,12,94.8,0.736806298,0.00651041666666667,29,36,40,107.45,32,10,0,6144,2,0
134357,0.018450184501845,0.0189857021586185,542,33,50.4,0.052555223,0.116048177083333,27,34,713,132.06,55,8,0,6144,2,0
909230,0.0226700251889169,0.0145647100213307,397,5,88.2,0.588356,0.13720703125,23,59,843,124.43,83,12,0,6144,2,0
494952,0.00459418070444104,0.0136032834965567,653,13,29.7,0.798810583,0.002685546875,35,53,11,61.68,47,8,0,4096,1,0
117431,0.0473372781065089,0.017800481082313,338,31,44.1,0.701120968,0.322265625,17,35,660,61.66,30,11,0,2048,2,1
393581,0.0217391304347826,0.0182258606466377,552,26,92.4,0.637194809,0.206380208333333,34,33,1268,102.38,58,10,0,6144,2,0
177386,0.0203735144312394,0.0180448350295451,589,30,94.8,0.771366181,0.221923828125,31,48,909,130.3,27,9,0,4096,1,0
554091,0.0326086956521739,0.0197940777013041,368,23,60.2,0.676293785,0.149088541666667,24,44,916,129.24,31,8,0,6144,2,0
543480,0.021551724137931,0.0198565978666533,464,13,73.9,0.714351016,0.205810546875,29,41,843,124.65,72,9,0,4096,1,0
177900,0.0160965794768612,0.0159658221635497,497,30,45.6,0.762236806,0.35888671875,30,51,735,137.39,43,8,0,2048,0,0
881483,0.0205479452054795,0.016832778693085,584,28,74.6,0.753356481,0.164225260416667,34,55,1009,173.54,77,10,0,6144,3,0
504734,0.015180265654648997,0.00994143540968447,527,24,68.4,0.493775228,0.0480143229166667,29,42,295,114.44,62,8,0,6144,1,0
331307,0.0183823529411765,0.0260515407048611,544,28,61.9,0.42586013,0.11181640625,27,44,687,83.28,27,9,0,6144,0,0
630808,0.0272536687631027,0.0210989090866278,477,24,52.7,0.180675803,0.29443359375,25,49,603,148.5,80,8,0,2048,1,0
541237,0.0168970814132104,0.0159590409824958,651,30,53.7,0.67244134,0.109049479166667,38,40,670,162.85,84,9,0,6144,1,0
133681,0.0206185567010309,0.0203851152906762,582,31,93.8,0.631074633,0.264404296875,34,50,1083,116.35,88,8,0,4096,1,0
716123,0.013953488372093002,0.0175718531615074,430,19,71.2,0.467185722,0.6376953125,25,41,1306,102.89,72,8,3,2048,0,1
202131,0.0134228187919463,0.00848870876740619,596,38,40.3,0.439681931,0.09814453125,37,36,603,84.5,78,8,0,6144,2,0
143308,0.011472275334608002,0.0211564905580265,523,31,92.2,0.785960397,0.59228515625,27,39,1213,181.4,51,10,0,2048,0,0
904988,0.021505376344086,0.0166666612404679,558,25,77.5,0.518515331,0.132486979166667,28,38,814,120.11,54,9,0,6144,0,0
361471,0.0240137221269297,0.021995236825,583,17,102.3,0.5766812729999999,0.128173828125,30,45,525,86.62,46,11,0,4096,1,0
764341,0.0241758241758242,0.0105324278030044,455,19,57.5,0.563376754,0.3662109375,27,49,750,133.45,40,10,0,2048,2,0
187076,0.0128571428571429,0.0200238270739798,700,35,73.3,0.76433369,0.05517578125,49,40,226,96.96,74,11,0,4096,1,0
78977,0.018450184501845,0.011054243604488,542,36,119.8,0.8077399609999999,0.07470703125,29,50,306,105.55,62,8,0,4096,2,0
798274,0.0232018561484919,0.0225416583813961,431,27,88.5,0.5244084920000001,0.09814453125,22,27,201,140.52,75,11,0,2048,3,0
199885,0.0151228733459357,0.0176777328186386,529,39,61.1,0.605437584,0.037109375,29,49,228,74.09,58,10,0,6144,1,0
131671,0.0264705882352941,0.0178987748985606,340,26,37.5,0.57554101,0.117513020833333,18,42,722,106.51,75,12,0,6144,2,0
536637,0.0117820324005891,0.015362941062003,679,23,84.8,0.55568636,0.2509765625,36,41,1028,159.33,83,7,0,4096,1,0
964464,0.0152380952380952,0.00477266509454053,525,15,86.9,0.280732339,0.309326171875,26,34,1267,109.55,67,10,0,4096,3,0
666728,0.0114942528735632,0.0217227486877766,522,15,10.0,0.642413693,0.6640625,32,45,1360,47.75,57,7,0,2048,0,0
461248,0.0149253731343284,0.0122760745459837,469,22,38.4,0.698716806,0.162109375,29,30,664,151.57,83,4,0,4096,1,0
923452,0.0206611570247934,0.0250742298891364,484,10,72.4,0.457870484,0.256591796875,25,50,1051,125.51,71,10,0,4096,0,0
975539,0.0195439739413681,0.010188837689506,614,19,41.2,0.707910246,0.135579427083333,36,46,833,78.58,60,8,0,6144,0,0
135845,0.0148619957537155,0.00809031372667897,471,23,47.2,0.504101766,0.57666015625,24,23,1181,132.32,72,9,0,2048,2,0
302298,0.0125,0.0163782401082402,560,24,83.5,0.526147204,0.091796875,30,40,564,158.84,82,4,0,6144,0,0
862265,0.0319767441860465,0.0184615956625504,344,17,16.9,0.710411481,0.3935546875,18,32,806,89.86,71,6,0,2048,1,0
788155,0.0142348754448399,0.0187082670536157,562,19,64.5,0.7251544259999999,0.180826822916667,29,56,1111,129.85,72,10,0,6144,2,0
570874,0.00756143667296786,0.00827670547790565,529,26,52.4,0.678190805,0.3701171875,32,44,758,99.68,83,10,0,2048,1,0
80024,0.0199556541019956,0.0178523959905486,451,21,55.7,0.303557093,0.0,25,47,0,85.37,55,8,0,6144,3,0
80137,0.0183823529411765,0.00375720074555156,272,41,78.2,0.590359394,0.1455078125,16,42,596,129.3,75,10,0,4096,1,0
699673,0.0182815356489945,0.00622764185085311,547,40,76.5,0.637437199,0.591796875,28,39,1212,100.33,59,9,0,2048,1,0
614961,0.0252525252525253,0.0190741896443985,396,30,46.7,0.7603546409999999,0.110595703125,23,34,453,148.0,62,14,0,4096,3,0
603092,0.0186915887850467,0.0269379079442709,535,33,95.0,0.480935685,0.06787109375,41,37,417,63.42,65,10,0,6144,2,0
364864,0.0141093474426808,0.024811893711648,567,24,70.5,0.76433369,0.289794921875,29,39,1187,121.75,47,10,0,4096,1,0
716357,0.01985559566787,0.00920460627734473,554,34,82.9,0.504101766,0.181477864583333,31,33,1115,123.04,72,11,0,6144,0,0
982728,0.0172413793103448,0.00812713781672368,406,27,103.2,0.596008496,0.13427734375,26,45,550,141.77,101,8,0,4096,2,0
470051,0.0342298288508557,0.0265138894831391,409,12,79.5,0.73313783,0.0,30,60,0,123.98,38,10,0,2048,0,0
228403,0.0297297297297297,0.0160526766422954,370,31,84.1,0.206129064,0.114013671875,20,41,467,31.98,79,6,0,4096,3,0
516344,0.0134874759152216,0.0150167932587474,519,37,67.6,0.764495202,0.0,29,30,0,80.46,75,6,0,4096,2,0
802922,0.0260303687635575,0.0262918948010336,461,24,93.2,0.493775228,0.5810546875,23,40,1190,77.05,116,10,0,2048,1,0
722944,0.0183908045977011,0.026153403111323,435,17,67.3,0.676293785,0.26334635416666696,23,30,1618,119.06,90,7,0,6144,3,0
58161,0.0126582278481013,0.0121575495437602,474,27,52.2,0.649688725,0.44873046875,25,42,919,83.65,59,9,0,2048,1,0
565366,0.0179533213644524,0.015480625299255,557,24,61.1,0.740149873,0.215169270833333,29,29,1322,86.35,49,10,0,6144,1,0
171402,0.0191972076788831,0.0238701016630402,573,9,67.8,0.752001893,0.237548828125,32,38,973,94.61,74,8,0,4096,2,0
717764,0.0301624129930394,0.0121799061959019,431,24,63.9,0.7603546409999999,0.197021484375,53,25,807,111.31,50,9,0,4096,0,1
681467,0.0207373271889401,0.0115743183239735,434,23,69.0,0.206129064,0.174072265625,22,49,713,75.63,84,8,0,4096,3,0
354145,0.0169779286926995,0.0168427632760992,589,21,88.5,0.280732339,0.177408854166667,33,20,1090,70.79,57,10,0,6144,0,0
479772,0.0179856115107914,0.0138522360107297,556,13,57.3,0.600171687,0.31884765625,29,41,1306,115.5,93,11,0,4096,2,0
528867,0.0208333333333333,0.00896329172633674,624,24,111.9,0.689617563,0.18505859375,37,51,758,121.68,67,9,0,4096,2,0
960942,0.0167714884696017,0.0287195115562026,477,14,48.5,0.683470195,0.175537109375,32,37,719,87.36,54,9,0,4096,0,0
976475,0.0390070921985816,0.00990492872992477,282,32,115.6,0.692426419,0.135904947916667,14,59,835,84.13,94,11,0,6144,2,0
764204,0.0357142857142857,0.0247288606910478,336,38,51.9,0.303557093,0.380126953125,17,40,1557,130.34,82,9,0,4096,0,1
626449,0.0285714285714286,0.0193165237639758,280,25,16.2,0.707910246,0.335205078125,18,40,1373,98.53,63,12,0,4096,2,0
228589,0.0168421052631579,0.0180343293313022,475,31,67.4,0.578274481,0.33984375,25,49,696,143.92,61,9,0,2048,2,0
308875,0.0233393177737881,0.021005198765221,557,35,102.5,0.707910246,0.07958984375,33,58,163,61.64,100,12,0,2048,1,0
537371,0.0198675496688742,0.0189930993715355,604,17,95.9,0.6762420640000001,0.1318359375,38,42,810,90.26,91,10,0,6144,0,0
335208,0.0152777777777778,0.0193061726520196,720,30,64.2,0.052555223,0.229248046875,39,43,939,97.52,63,10,0,4096,0,0
76110,0.017208413001911997,0.00919015989880748,523,25,73.7,0.57554101,0.01220703125,31,37,75,124.6,51,8,0,6144,3,0
423010,0.0143769968051118,0.0169985538875256,626,34,43.8,0.206129064,0.120279947916667,155,25,739,161.22,72,10,0,6144,2,0
119357,0.0103734439834025,0.0202551398480531,482,42,32.2,0.57554101,0.18017578125,26,32,369,67.64,57,12,0,2048,1,0
813660,0.0190174326465927,0.020596087325219,631,30,76.2,0.477337418,0.222330729166667,36,34,1366,91.13,51,6,0,6144,1,0
304554,0.0167224080267559,0.0173051267324121,598,40,62.2,0.676293785,0.291015625,33,59,596,148.39,83,13,0,2048,1,0
259196,0.0183639398998331,0.0115949782344959,599,37,61.6,0.718890458,0.123291015625,31,55,505,57.19,74,11,0,4096,3,0
362950,0.0251716247139588,0.018376108097111,437,27,68.7,0.636124276,0.0,29,58,0,42.13,102,14,0,4096,2,0
974636,0.0315789473684211,0.00905836686447198,475,33,80.0,0.82300172,0.6162109375,31,55,1262,67.07,71,10,0,2048,2,0
417461,0.0171102661596958,0.0240369456924107,526,22,66.4,0.716983294,0.23779296875,29,35,487,90.45,59,14,0,2048,0,0
724116,0.0113452188006483,0.0268086420076381,617,12,59.3,0.607223086,0.0638020833333333,31,38,392,87.2,93,11,0,6144,1,0
792089,0.0295566502463054,0.0127383347964784,406,20,94.7,0.6793432159999999,0.05859375,21,40,120,156.22,79,9,0,2048,1,0
659965,0.0141065830721003,0.0135674737079171,638,30,78.6,0.439681931,0.1328125,34,49,544,97.32,40,10,0,4096,0,0
489441,0.0141414141414141,0.0137117801770054,495,22,92.6,0.678190805,0.63623046875,27,40,1303,108.95,56,8,0,2048,2,0
918854,0.0275526742301459,0.0229094152311537,617,21,83.8,0.755697721,0.199951171875,31,32,819,117.43,87,9,0,4096,4,0
682018,0.0190311418685121,0.0225326398107153,578,28,49.5,0.753356481,0.24267578125,33,43,994,127.56,58,8,0,4096,1,0
342277,0.0371517027863777,0.0230214725929521,323,39,73.7,0.707910246,0.44921875,16,37,920,110.06,51,10,0,2048,1,1
462869,0.0149253731343284,0.0112226819846436,804,21,78.3,0.280732339,0.3154296875,43,48,646,149.55,57,10,0,2048,0,0
20542,0.0170575692963753,0.0182625019911097,469,23,83.6,0.595898673,0.025390625,24,43,52,125.77,55,9,0,2048,1,0
844481,0.0161290322580645,0.0118394953566404,558,21,73.9,0.649688725,0.13525390625,34,50,277,100.18,112,8,0,2048,1,0
356775,0.0236220472440945,0.016080496189808,508,13,41.0,0.683470195,0.132975260416667,38,53,817,98.1,99,8,0,6144,1,0
61809,0.0150659133709981,0.0209103775648176,531,30,52.5,0.57554101,0.1513671875,29,45,930,116.58,61,7,0,6144,2,0
413982,0.0226415094339623,0.0112052761026506,530,31,76.2,0.655300173,0.19580078125,30,29,1203,53.83,60,9,0,6144,2,0
711933,0.0141592920353982,0.0204809614914482,565,15,76.4,0.787542904,0.3525390625,30,47,722,65.92,74,10,0,2048,1,0
364626,0.0182149362477231,0.0196649406492443,549,31,83.2,0.5766812729999999,0.0,31,49,0,115.06,61,7,0,2048,1,0
913539,0.0116959064327485,0.0174858794689406,513,46,66.9,0.280732339,0.110514322916667,25,63,679,155.47,103,9,0,6144,0,0
362199,0.0138648180242634,0.0168899571375677,577,36,117.0,0.7140736990000001,0.0244140625,34,46,50,79.16,67,10,0,2048,2,0
739222,0.0218687872763419,0.0263445946979595,503,14,77.6,0.73313783,0.46923828125,25,35,961,151.58,84,12,0,2048,0,0
494195,0.0116279069767442,0.0140279541218928,602,36,75.5,0.535241194,0.5322265625,39,48,1090,118.31,71,7,0,2048,0,0
142524,0.0170777988614801,0.0271535565427825,527,16,76.2,0.7140736990000001,0.210774739583333,28,38,1295,154.54,79,6,0,6144,0,0
250855,0.0132075471698113,0.0104395372163242,530,24,80.1,0.699822899,0.14794921875,30,48,606,114.15,56,10,0,4096,2,0
296566,0.0141342756183746,0.0157603067560367,566,21,72.6,0.549088394,0.4404296875,30,50,902,85.41,102,12,0,2048,1,0
374308,0.0369127516778524,0.006395477116701621,298,31,87.1,0.71239533,0.17333984375,14,42,355,162.43,65,10,0,2048,2,0
197824,0.0197530864197531,0.013693966880357998,405,23,78.1,0.549088394,0.35888671875,21,30,735,111.4,96,10,0,2048,1,0
641314,0.0247524752475248,0.0173841457145178,404,21,106.2,0.588356,0.1181640625,31,54,726,125.14,46,7,0,6144,0,0
202222,0.0166919575113809,0.0229874063041176,659,24,91.2,0.769295185,0.0107421875,37,44,44,107.32,65,10,0,4096,0,0
788342,0.0188323917137476,0.0151190505866,531,36,88.8,0.642413693,0.490234375,27,50,1004,152.67,103,10,0,2048,0,0
80026,0.0206896551724138,0.0157225660455138,435,37,98.4,0.798810583,0.0,24,38,0,118.21,79,11,0,2048,0,0
557245,0.0211640211640212,0.0168848356275306,567,23,59.4,0.82300172,0.009521484375,42,44,39,77.28,56,9,0,4096,0,0
263431,0.00922266139657444,0.0183159786233281,759,26,49.1,0.493775228,0.151123046875,51,42,619,134.49,53,12,0,4096,2,0
469493,0.0206185567010309,0.0077629362001337705,485,29,64.0,0.67244134,0.6220703125,25,44,1274,115.09,38,8,0,2048,3,0
402308,0.0252631578947368,0.00820150559382498,475,16,51.6,0.383460895,0.267578125,26,30,1096,84.38,103,9,0,4096,1,0
752994,0.0189274447949527,0.0216876215773038,634,17,92.3,0.744360902,0.345540364583333,47,26,2123,157.7,88,9,0,6144,2,0
494820,0.0182724252491694,0.0229937733201404,602,33,52.3,0.7292331459999999,0.0,33,42,0,92.71,64,9,0,2048,1,0
638566,0.0188679245283019,0.0197797672301169,530,33,72.0,0.655300173,0.2919921875,33,41,1794,96.18,69,8,0,6144,0,0
69844,0.0210325047801147,0.0206740382858396,523,22,51.3,0.642413693,0.0934244791666667,28,42,574,176.67,69,12,0,6144,0,0
785201,0.0197368421052632,0.0180825317391159,608,29,74.8,0.180675803,0.09326171875,31,41,191,126.35,52,8,0,2048,3,0
721981,0.021558872305141003,0.0194311120768378,603,26,60.5,0.67244134,0.020263671875,36,36,83,136.64,49,8,0,4096,0,0
528662,0.0157977883096366,0.0175576626583656,633,34,46.4,0.600171687,0.66845703125,32,41,1369,123.86,74,10,0,2048,1,0
72718,0.0189873417721519,0.0201866816250835,474,31,81.5,0.674769965,0.0,28,44,0,170.58,61,9,0,2048,0,0
355325,0.017741935483871003,0.0138059706337059,620,36,47.9,0.739349272,0.5341796875,33,49,1094,90.33,71,10,0,2048,0,0
106055,0.0256410256410256,0.0173498425835295,507,35,39.7,0.701120968,0.09423828125,29,57,579,149.82,66,7,0,6144,0,0
468189,0.0176678445229682,0.0206294483784581,566,31,59.4,0.674769965,0.41845703125,35,42,857,102.49,54,8,0,2048,1,0
364049,0.0100755667506297,0.0232314450018298,794,20,72.1,0.600171687,0.0,40,38,0,123.99,53,9,0,2048,1,0
611089,0.0207253886010363,0.0182573765457037,386,23,94.7,0.694879192,0.263671875,19,29,1620,98.7,45,10,0,6144,0,0
27729,0.0179372197309417,0.008582214426075459,446,55,90.3,0.699822899,0.37255859375,22,29,1526,100.65,79,6,0,4096,1,0
397293,0.0144,0.0163826668745021,625,25,68.5,0.465253994,0.0,34,48,0,159.73,62,13,0,4096,5,0
566847,0.0153609831029186,0.0141897462314539,651,20,69.9,0.180675803,0.43994140625,35,37,901,114.61,28,10,0,2048,1,0
992350,0.0197841726618705,0.0198165443169387,556,31,79.3,0.676293785,0.0564778645833333,38,50,347,123.27,68,10,0,6144,0,0
356090,0.016,0.018495039736797003,625,23,71.4,0.649688725,0.230631510416667,32,21,1417,78.62,57,8,0,6144,0,0
350736,0.0106571936056838,0.019330285813117,563,23,54.7,0.744360902,0.25748697916666696,33,52,1582,85.91,93,12,0,6144,1,0
82078,0.0308988764044944,0.0216666836826933,356,28,74.7,0.8077399609999999,0.119140625,20,49,244,110.72,27,7,0,2048,1,1
522047,0.026378896882494,0.0142233374416108,417,16,70.2,0.692288578,0.3193359375,23,33,1308,135.56,84,6,0,4096,0,0
452033,0.0224489795918367,0.0168415773835629,490,39,79.5,0.7292331459999999,0.0908203125,31,29,186,75.56,57,11,0,2048,1,0
81866,0.0276381909547739,0.0184969836398579,398,26,36.3,0.494816793,0.27685546875,21,56,567,153.59,91,10,0,2048,0,0
770651,0.012216404886562,0.0137123219415752,573,13,51.8,0.504101766,0.6669921875,41,43,1366,141.31,69,10,0,2048,2,0
618945,0.0177777777777778,0.0173185537774845,450,32,69.2,0.280732339,0.0,31,50,0,96.06,49,7,0,2048,0,0
705303,0.0109034267912773,0.0068631020567765785,642,32,49.1,0.83990507,0.0,33,50,0,82.03,68,7,0,2048,2,0
447520,0.0319148936170213,0.0221931980820372,470,19,64.2,0.465253994,0.148111979166667,25,40,910,153.48,58,13,0,6144,1,0
658724,0.0263736263736264,0.014823875466011,455,33,54.9,0.480935685,0.0,24,43,0,75.98,69,11,0,4096,1,0
621865,0.0168918918918919,0.0151162649450378,592,25,73.4,0.518515331,0.5986328125,31,44,1226,168.94,76,12,0,2048,0,0
615342,0.0214521452145215,0.0171142448304619,606,40,59.2,0.769295185,0.308837890625,35,38,1265,45.15,87,7,0,4096,2,0
115792,0.0156555772994129,0.0214350494715653,511,27,69.1,0.465253994,0.115885416666667,38,56,712,72.48,67,10,0,6144,2,0
78962,0.0218253968253968,0.026323920244725,504,25,71.2,0.699822899,0.427978515625,29,45,1753,141.69,74,6,0,4096,0,0
108260,0.0144927536231884,0.0137258929738407,483,38,55.2,0.83990507,0.281494140625,26,49,1153,140.46,102,8,0,4096,0,0
151157,0.0143884892086331,0.0230050195524959,556,29,103.7,0.493775228,0.13134765625,28,26,807,134.02,89,9,0,6144,0,0
652055,0.0197802197802198,0.0129355938601738,455,39,81.0,0.76433369,0.14208984375,31,43,291,72.24,78,13,0,2048,1,0
686272,0.0139372822299652,0.0109861775190746,574,16,55.0,0.7603546409999999,0.46728515625,30,49,957,165.61,72,9,0,2048,4,0
